service pair,PIP
5b8c9002a87349738e8d3ec30cbcf79c <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 4ad89a85e6df4c68b5895450f7bd2686,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 62830a3beec94e329815936d245b2fe5,0.0
21b882e8509446a99784383db18b7a2b <-> c86459218daa44bfa45826ed2fbb42d9,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 423b36c01e15449889aefcb350fc9293,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> fe0b5dfab9db4a25b6deddff43e379a0,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.0
4d0289dd2d874c19b25af4c021ed65a6 <-> 423b36c01e15449889aefcb350fc9293,0.0
c92b371311024807b0e94bd8ebc14a9f <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
e0e337cb216f4737aaab72d03b2bcfc2 <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
c92b371311024807b0e94bd8ebc14a9f <-> c86459218daa44bfa45826ed2fbb42d9,0.0
e0e337cb216f4737aaab72d03b2bcfc2 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> fe0b5dfab9db4a25b6deddff43e379a0,0.0
0b5a4c6356954095b88c0dcc15dc5c5f <-> d566f7d556384bbab22b1d0c564f51e0,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 558ad86b82ac47818878f0a45f0fb642,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 1a7d6dc174ad45469048cbd580c67e36,0.0
0b5a4c6356954095b88c0dcc15dc5c5f <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
da489fae8b0e4b97bcc05a002a69b0d7 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
423d8562e18e4da8b8bc44a817e759c2 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 7448396e800b48649223d2e4798e03e6,0.0
4ad89a85e6df4c68b5895450f7bd2686 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
4d0289dd2d874c19b25af4c021ed65a6 <-> 15673e2d9ef5406f9b18eae317e89913,0.0
423d8562e18e4da8b8bc44a817e759c2 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
4d0289dd2d874c19b25af4c021ed65a6 <-> 62830a3beec94e329815936d245b2fe5,0.0
e0e337cb216f4737aaab72d03b2bcfc2 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
4d0289dd2d874c19b25af4c021ed65a6 <-> f67d4ca6504f4335880b3085f6d0b146,0.0
0b5a4c6356954095b88c0dcc15dc5c5f <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 0af303ca12f74cffb704f28d649ecb48,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> d566f7d556384bbab22b1d0c564f51e0,0.0
46484f943b9840568639b5c11cd9c082 <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 1a7d6dc174ad45469048cbd580c67e36,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> b0ee407dad4248bf90947f496fac7732,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> b0ee407dad4248bf90947f496fac7732,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 4ad89a85e6df4c68b5895450f7bd2686,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
7448396e800b48649223d2e4798e03e6 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> e0e337cb216f4737aaab72d03b2bcfc2,0.0
4d0289dd2d874c19b25af4c021ed65a6 <-> 0af303ca12f74cffb704f28d649ecb48,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 83e5b60efe91477fa5f767cdf30c4c01,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 7448396e800b48649223d2e4798e03e6,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> f2a0d8446e714e19aa12a11e4d527880,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> b0ee407dad4248bf90947f496fac7732,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 423b36c01e15449889aefcb350fc9293,0.0
0b5a4c6356954095b88c0dcc15dc5c5f <-> c86459218daa44bfa45826ed2fbb42d9,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 4921524b856743e7a2c59c048cbca69d,0.0
0a29a293ae7f43e6a5678bfe2a6274ad <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 15673e2d9ef5406f9b18eae317e89913,0.0
21b882e8509446a99784383db18b7a2b <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
fe0b5dfab9db4a25b6deddff43e379a0 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
7448396e800b48649223d2e4798e03e6 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
46484f943b9840568639b5c11cd9c082 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.0
0a29a293ae7f43e6a5678bfe2a6274ad <-> c86459218daa44bfa45826ed2fbb42d9,0.0
46484f943b9840568639b5c11cd9c082 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> f67d4ca6504f4335880b3085f6d0b146,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 62830a3beec94e329815936d245b2fe5,0.0
4921524b856743e7a2c59c048cbca69d <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 1a7d6dc174ad45469048cbd580c67e36,0.0
fe0b5dfab9db4a25b6deddff43e379a0 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 423b36c01e15449889aefcb350fc9293,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 4921524b856743e7a2c59c048cbca69d,0.0
21b882e8509446a99784383db18b7a2b <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 558ad86b82ac47818878f0a45f0fb642,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> b0ee407dad4248bf90947f496fac7732,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> f67d4ca6504f4335880b3085f6d0b146,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 62830a3beec94e329815936d245b2fe5,0.0
4d0289dd2d874c19b25af4c021ed65a6 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.0
558ad86b82ac47818878f0a45f0fb642 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
12867b57696747a5bbe84751650fba14 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 1a7d6dc174ad45469048cbd580c67e36,0.0
12867b57696747a5bbe84751650fba14 <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
21b882e8509446a99784383db18b7a2b <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
b0ee407dad4248bf90947f496fac7732 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
1a7d6dc174ad45469048cbd580c67e36 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 62830a3beec94e329815936d245b2fe5,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> f67d4ca6504f4335880b3085f6d0b146,0.0
f2a0d8446e714e19aa12a11e4d527880 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> c92b371311024807b0e94bd8ebc14a9f,0.0
da489fae8b0e4b97bcc05a002a69b0d7 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
0a29a293ae7f43e6a5678bfe2a6274ad <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
fe0b5dfab9db4a25b6deddff43e379a0 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.0
e0e337cb216f4737aaab72d03b2bcfc2 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 15673e2d9ef5406f9b18eae317e89913,0.0
90133ae2cd594306be2dd7e8366a98a9 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
423d8562e18e4da8b8bc44a817e759c2 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
c92b371311024807b0e94bd8ebc14a9f <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 15673e2d9ef5406f9b18eae317e89913,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 0af303ca12f74cffb704f28d649ecb48,0.0
90133ae2cd594306be2dd7e8366a98a9 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
12867b57696747a5bbe84751650fba14 <-> c86459218daa44bfa45826ed2fbb42d9,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 46484f943b9840568639b5c11cd9c082,0.0
cc0f327c8e504e4a9c5aaff0c0652d71 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
423d8562e18e4da8b8bc44a817e759c2 <-> d566f7d556384bbab22b1d0c564f51e0,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 15673e2d9ef5406f9b18eae317e89913,0.0
4921524b856743e7a2c59c048cbca69d <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 4921524b856743e7a2c59c048cbca69d,0.0
12867b57696747a5bbe84751650fba14 <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> da489fae8b0e4b97bcc05a002a69b0d7,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 21b882e8509446a99784383db18b7a2b,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 4ad89a85e6df4c68b5895450f7bd2686,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 558ad86b82ac47818878f0a45f0fb642,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 423b36c01e15449889aefcb350fc9293,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 0af303ca12f74cffb704f28d649ecb48,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> c86459218daa44bfa45826ed2fbb42d9,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.0
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> 23c23190cd4a4226a647a2f53b6ae45d,0.0
d566f7d556384bbab22b1d0c564f51e0 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 83e5b60efe91477fa5f767cdf30c4c01,0.0
23c23190cd4a4226a647a2f53b6ae45d <-> 0af303ca12f74cffb704f28d649ecb48,0.0
558ad86b82ac47818878f0a45f0fb642 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.0
c92b371311024807b0e94bd8ebc14a9f <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
0b5a4c6356954095b88c0dcc15dc5c5f <-> 5b8c9002a87349738e8d3ec30cbcf79c,0.0
4d0289dd2d874c19b25af4c021ed65a6 <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> f67d4ca6504f4335880b3085f6d0b146,0.0
c86459218daa44bfa45826ed2fbb42d9 <-> 4ad89a85e6df4c68b5895450f7bd2686,0.0
90133ae2cd594306be2dd7e8366a98a9 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.0
12867b57696747a5bbe84751650fba14 <-> d566f7d556384bbab22b1d0c564f51e0,0.0
90133ae2cd594306be2dd7e8366a98a9 <-> 7448396e800b48649223d2e4798e03e6,0.07142857142857142
46484f943b9840568639b5c11cd9c082 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.08333333333333333
0a29a293ae7f43e6a5678bfe2a6274ad <-> fe0b5dfab9db4a25b6deddff43e379a0,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> c92b371311024807b0e94bd8ebc14a9f,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> 4921524b856743e7a2c59c048cbca69d,0.09090909090909091
0b5a4c6356954095b88c0dcc15dc5c5f <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> 15673e2d9ef5406f9b18eae317e89913,0.09090909090909091
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> 4ad89a85e6df4c68b5895450f7bd2686,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> f67d4ca6504f4335880b3085f6d0b146,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> 62830a3beec94e329815936d245b2fe5,0.09090909090909091
21b882e8509446a99784383db18b7a2b <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> e0e337cb216f4737aaab72d03b2bcfc2,0.09090909090909091
12867b57696747a5bbe84751650fba14 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> 23c23190cd4a4226a647a2f53b6ae45d,0.09090909090909091
0a29a293ae7f43e6a5678bfe2a6274ad <-> 1a7d6dc174ad45469048cbd580c67e36,0.09090909090909091
46484f943b9840568639b5c11cd9c082 <-> 7448396e800b48649223d2e4798e03e6,0.1
7448396e800b48649223d2e4798e03e6 <-> 558ad86b82ac47818878f0a45f0fb642,0.1
7448396e800b48649223d2e4798e03e6 <-> 0af303ca12f74cffb704f28d649ecb48,0.1
7448396e800b48649223d2e4798e03e6 <-> 423b36c01e15449889aefcb350fc9293,0.1
7448396e800b48649223d2e4798e03e6 <-> 4ad89a85e6df4c68b5895450f7bd2686,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> c86459218daa44bfa45826ed2fbb42d9,0.1111111111111111
12867b57696747a5bbe84751650fba14 <-> 7448396e800b48649223d2e4798e03e6,0.1111111111111111
21b882e8509446a99784383db18b7a2b <-> 7448396e800b48649223d2e4798e03e6,0.1111111111111111
c92b371311024807b0e94bd8ebc14a9f <-> 7448396e800b48649223d2e4798e03e6,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> 4921524b856743e7a2c59c048cbca69d,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> fe0b5dfab9db4a25b6deddff43e379a0,0.1111111111111111
0b5a4c6356954095b88c0dcc15dc5c5f <-> 7448396e800b48649223d2e4798e03e6,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> 1a7d6dc174ad45469048cbd580c67e36,0.1111111111111111
e0e337cb216f4737aaab72d03b2bcfc2 <-> 7448396e800b48649223d2e4798e03e6,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> 15673e2d9ef5406f9b18eae317e89913,0.1111111111111111
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> 7448396e800b48649223d2e4798e03e6,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> 62830a3beec94e329815936d245b2fe5,0.1111111111111111
7448396e800b48649223d2e4798e03e6 <-> f67d4ca6504f4335880b3085f6d0b146,0.1111111111111111
f2a0d8446e714e19aa12a11e4d527880 <-> 0af303ca12f74cffb704f28d649ecb48,0.125
f2a0d8446e714e19aa12a11e4d527880 <-> 423b36c01e15449889aefcb350fc9293,0.125
f2a0d8446e714e19aa12a11e4d527880 <-> 558ad86b82ac47818878f0a45f0fb642,0.125
f2a0d8446e714e19aa12a11e4d527880 <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> 4d0289dd2d874c19b25af4c021ed65a6,0.14285714285714285
0b5a4c6356954095b88c0dcc15dc5c5f <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
23c23190cd4a4226a647a2f53b6ae45d <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> 4921524b856743e7a2c59c048cbca69d,0.14285714285714285
c92b371311024807b0e94bd8ebc14a9f <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> 1a7d6dc174ad45469048cbd580c67e36,0.14285714285714285
12867b57696747a5bbe84751650fba14 <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> f67d4ca6504f4335880b3085f6d0b146,0.14285714285714285
21b882e8509446a99784383db18b7a2b <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> fe0b5dfab9db4a25b6deddff43e379a0,0.14285714285714285
e0e337cb216f4737aaab72d03b2bcfc2 <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
90133ae2cd594306be2dd7e8366a98a9 <-> 46484f943b9840568639b5c11cd9c082,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> 15673e2d9ef5406f9b18eae317e89913,0.14285714285714285
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> 62830a3beec94e329815936d245b2fe5,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> 4ad89a85e6df4c68b5895450f7bd2686,0.14285714285714285
f2a0d8446e714e19aa12a11e4d527880 <-> c86459218daa44bfa45826ed2fbb42d9,0.14285714285714285
7448396e800b48649223d2e4798e03e6 <-> f2a0d8446e714e19aa12a11e4d527880,0.14285714285714285
90133ae2cd594306be2dd7e8366a98a9 <-> 23c23190cd4a4226a647a2f53b6ae45d,0.16666666666666666
83e5b60efe91477fa5f767cdf30c4c01 <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> fe0b5dfab9db4a25b6deddff43e379a0,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 4921524b856743e7a2c59c048cbca69d,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 1a7d6dc174ad45469048cbd580c67e36,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> f67d4ca6504f4335880b3085f6d0b146,0.16666666666666666
da489fae8b0e4b97bcc05a002a69b0d7 <-> b0ee407dad4248bf90947f496fac7732,0.16666666666666666
da489fae8b0e4b97bcc05a002a69b0d7 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 62830a3beec94e329815936d245b2fe5,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 15673e2d9ef5406f9b18eae317e89913,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 12867b57696747a5bbe84751650fba14,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 21b882e8509446a99784383db18b7a2b,0.16666666666666666
423d8562e18e4da8b8bc44a817e759c2 <-> 46484f943b9840568639b5c11cd9c082,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 0b5a4c6356954095b88c0dcc15dc5c5f,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> d566f7d556384bbab22b1d0c564f51e0,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> c92b371311024807b0e94bd8ebc14a9f,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> 4ad89a85e6df4c68b5895450f7bd2686,0.16666666666666666
da489fae8b0e4b97bcc05a002a69b0d7 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> b91ccfa6aecb40e99b36fe9f0b999fd6,0.16666666666666666
423d8562e18e4da8b8bc44a817e759c2 <-> 7448396e800b48649223d2e4798e03e6,0.16666666666666666
0a29a293ae7f43e6a5678bfe2a6274ad <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.16666666666666666
b0ee407dad4248bf90947f496fac7732 <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> e0e337cb216f4737aaab72d03b2bcfc2,0.16666666666666666
90133ae2cd594306be2dd7e8366a98a9 <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.16666666666666666
0a29a293ae7f43e6a5678bfe2a6274ad <-> 558ad86b82ac47818878f0a45f0fb642,0.18181818181818182
0a29a293ae7f43e6a5678bfe2a6274ad <-> 423b36c01e15449889aefcb350fc9293,0.18181818181818182
7448396e800b48649223d2e4798e03e6 <-> b0ee407dad4248bf90947f496fac7732,0.18181818181818182
0a29a293ae7f43e6a5678bfe2a6274ad <-> 0af303ca12f74cffb704f28d649ecb48,0.18181818181818182
90133ae2cd594306be2dd7e8366a98a9 <-> f2a0d8446e714e19aa12a11e4d527880,0.18181818181818182
7448396e800b48649223d2e4798e03e6 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.18181818181818182
7448396e800b48649223d2e4798e03e6 <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> 1a7d6dc174ad45469048cbd580c67e36,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> 21b882e8509446a99784383db18b7a2b,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> e0e337cb216f4737aaab72d03b2bcfc2,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> 4921524b856743e7a2c59c048cbca69d,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> b91ccfa6aecb40e99b36fe9f0b999fd6,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> 4ad89a85e6df4c68b5895450f7bd2686,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.2
46484f943b9840568639b5c11cd9c082 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> f67d4ca6504f4335880b3085f6d0b146,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> 62830a3beec94e329815936d245b2fe5,0.2
46484f943b9840568639b5c11cd9c082 <-> b0ee407dad4248bf90947f496fac7732,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> f2a0d8446e714e19aa12a11e4d527880,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> fe0b5dfab9db4a25b6deddff43e379a0,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> c92b371311024807b0e94bd8ebc14a9f,0.2
da489fae8b0e4b97bcc05a002a69b0d7 <-> 7448396e800b48649223d2e4798e03e6,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> 15673e2d9ef5406f9b18eae317e89913,0.2
423d8562e18e4da8b8bc44a817e759c2 <-> 23c23190cd4a4226a647a2f53b6ae45d,0.2
0b5a4c6356954095b88c0dcc15dc5c5f <-> 423d8562e18e4da8b8bc44a817e759c2,0.2
12867b57696747a5bbe84751650fba14 <-> 423d8562e18e4da8b8bc44a817e759c2,0.2
f2a0d8446e714e19aa12a11e4d527880 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.2222222222222222
f2a0d8446e714e19aa12a11e4d527880 <-> b0ee407dad4248bf90947f496fac7732,0.2222222222222222
e0e337cb216f4737aaab72d03b2bcfc2 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.25
12867b57696747a5bbe84751650fba14 <-> 83e5b60efe91477fa5f767cdf30c4c01,0.25
