service pair,DIP
s1R82F,5.07E-05
r742S4,5.07E-05
G8E08u,9.29E-05
y7I3ds,9.37E-05
vhK67s,9.37E-05
5603D5,1.52E-04
105x7h,1.87E-04
rmTfV5,2.15E-04
0u2J6J,2.62E-04
Y3487I,2.93E-04
k443f4,2.96E-04
27UrXd,3.06E-04
NTCTo2,3.06E-04
BT3Nw7,3.06E-04
CS3Vc0,3.06E-04
2kX787,3.17E-04
3I303k,3.17E-04
4G56km,3.17E-04
34h40q,3.18E-04
ETuA4L,3.18E-04
1f5MMQ,3.18E-04
RQtpBc,3.18E-04
GrA7L4,3.92E-04
2Bcfa5,3.92E-04
Sa8R40,3.92E-04
f421Ap,3.95E-04
u8l6Ou,4.05E-04
4ghrB4,4.09E-04
761TE7,4.09E-04
F63C16,4.39E-04
2BIrCN,4.39E-04
2NyTV1,4.39E-04
fV0J68,4.39E-04
rt5p23,4.39E-04
V2h125,4.48E-04
V6etXo,4.56E-04
064Gen,4.56E-04
35OjJ6,4.56E-04
I08S20,5.25E-04
6326x1,5.55E-04
qF5j7l,5.55E-04
83283Q,5.92E-04
Tak6VY,5.92E-04
lD77vN,6.11E-04
G3eXJ6,6.35E-04
15pSVF,6.35E-04
o8281L,6.35E-04
V75Uw4,6.35E-04
Q27C0I,6.35E-04
e508qL,6.36E-04
NUb30R,6.36E-04
3W63r4,6.79E-04
3d06JS,7.03E-04
q1xo17,7.03E-04
3x01g7,7.31E-04
Q7dR6P,7.54E-04
F70ybr,7.55E-04
t1EnMH,7.55E-04
d0TX8V,7.85E-04
873a8Y,7.85E-04
xw57j8,7.87E-04
1sLmef,7.93E-04
6Epq58,7.93E-04
f4py32,7.93E-04
2iI4il,8.31E-04
y22526,8.31E-04
52iI58,8.31E-04
0q587d,8.77E-04
u58oG2,8.96E-04
0DD21p,8.96E-04
qFg0m2,8.96E-04
i81l0H,8.96E-04
131041,9.12E-04
3ksQ8q,9.17E-04
Fwa783,9.17E-04
2460YP,9.76E-04
V2bT2v,9.93E-04
33nqk2,9.98E-04
1b1eJM,0.001085348
0i6MK8,0.001089325
434l8H,0.001089325
8CXl7J,0.001089325
sC0616,0.001112347
777UCr,0.001117318
065U7q,0.001124227
08pL35,0.001124227
1V11fc,0.001184016
2eqJ3O,0.001216237
N1A3g2,0.001217456
0YyJ88,0.001227998
8s6d76,0.001269438
H64G3p,0.001269438
0Gxs1G,0.001282684
38G3Y7,0.001311647
W74S2Q,0.001311647
A72O14,0.001344688
a743rB,0.001347709
0QgrWY,0.001347709
1GBywA,0.001347709
1VWs47,0.001352265
T8073S,0.001358696
2DyP82,0.001358696
24774V,0.001359619
3d057v,0.001359619
8cgf84,0.001362398
561ym5,0.001386963
V078N1,0.001386963
3iRcR2,0.001533742
61WeQ1,0.001586043
Q10C72,0.001586798
3q68U1,0.001614205
8jDo2e,0.001637331
717Arx,0.00166251
2n6jp4,0.001758706
l3k67A,0.001765143
271TKq,0.001779359
0hQd5D,0.001833181
2CG515,0.001874692
7DUKg7,0.001897533
585jdc,0.001901141
8IPF1U,0.001901141
I0e875,0.001901141
tE281t,0.001904157
HgQ364,0.001904157
FqeiV1,0.001906881
g866St,0.001966568
P504t0,0.001966568
q5n5Kl,0.001966568
PQd74s,0.001984127
177d53,0.001986097
7D56V4,0.001986097
IUG6lQ,0.001988072
81Lo8U,0.001988072
F1207O,0.001996008
0eP178,0.002038043
WrWd68,0.002038043
qJU8h1,0.002074689
Xeb550,0.002098636
7R7l10,0.002178649
fgc1vO,0.002178649
cW4412,0.002178649
VSX36D,0.002178649
N42F81,0.002192982
35Do8J,0.002192982
K5s713,0.002192982
mL6w88,0.002192982
24sP1k,0.002207506
J5hN1k,0.002207506
V4p77B,0.002207506
H0731D,0.002212389
Gl36C7,0.002217295
0eniA1,0.002220988
678kux,0.002220988
r463Md,0.002220988
W68SI0,0.002221517
A3621y,0.002221517
5qM5VW,0.002221517
j3M2JO,0.002227171
440OgW,0.002227171
414471,0.002241147
YSG84O,0.002241147
5AsdE4,0.002241147
yWo7j6,0.002248454
dq1m6E,0.002278943
8akp41,0.002278943
04408p,0.002353864
62813x,0.002421308
66D172,0.002432474
Q152C1,0.002462188
QW644s,0.0024667
8YAm2G,0.0024667
2a1lP2,0.0024667
1dFTY3,0.0024667
WVJ758,0.002493766
312SJ8,0.002493766
0xOPCc,0.002493766
aAO7kD,0.002584503
048b63,0.002584503
BFkL1A,0.002631579
6Q064s,0.002631579
S4ek15,0.002645503
O2I4vl,0.002701414
A8j7ac,0.00270453
001341,0.002717391
pwX115,0.002717391
8W33P5,0.002724796
BBS112,0.002734731
OF226r,0.002734731
4EW406,0.002734731
3747qW,0.002749771
Eubo27,0.002773925
LL65d3,0.002805049
BFED0Y,0.002809515
H7Kw3O,0.00286533
J00Y2d,0.002923977
046BM8,0.002923977
n802T1,0.002923977
snA16E,0.002949853
PRfBU4,0.002979146
2S1J06,0.002996816
Yh3j81,0.003016591
173F0Q,0.003016591
kHR6OM,0.003018868
Y6RAW1,0.003018868
I2121S,0.003018868
3Qm25J,0.003067485
768H08,0.003137606
duNGs5,0.003147954
574EqP,0.003173596
3rUuc2,0.00319052
3onY4t,0.003246753
51g1e5,0.003267974
hy865f,0.003267974
27AdWF,0.003325021
hC24Wt,0.003331483
0i848P,0.003360831
I0v8Rx,0.003396739
7sKaBv,0.003517411
N41wo6,0.003530796
1DROJI,0.003672613
NW73aY,0.003716091
mF0520,0.00380074
80t708,0.003808315
3b301p,0.003947368
3j4Ev3,0.003952769
7L5lXc,0.003968254
NJ00S7,0.003968254
2wlv05,0.003976143
k10V5r,0.003994797
u411nh,0.004043127
855S4a,0.004065041
0Xxab1,0.004076087
Kb7R7H,0.004078858
vXmNU5,0.004207574
R4iux7,0.004255319
6mcpx7,0.004277421
71B756,0.004373178
0siq7a,0.004385965
W2w63S,0.004424779
u4N0oU,0.00443459
B31GU6,0.00443459
81856Y,0.00443459
p740fj,0.004443034
ga1I21,0.004454343
JjdrsQ,0.004459601
8R5036,0.004469274
wv43P0,0.004496908
KP36Ra,0.004524887
h2R0l5,0.004582951
787Af6,0.004582951
3665R5,0.004608295
22e2eV,0.004611564
x67mcA,0.004707729
Wv6YeU,0.004758668
CW7506,0.004760394
J6887E,0.004763594
M6BU84,0.004830918
E31207,0.004865104
R1RcCt,0.004924376
v47J8O,0.00498426
7F5q7f,0.0049868
2NgqD6,0.004987531
02w006,0.005013674
ff34Yh,0.005077753
aqF6Mh,0.005085015
54G5VH,0.005235602
628jrL,0.005235602
yrU768,0.00524659
S4Kdmo,0.00524659
EOcUn7,0.005263158
285ho5,0.005279035
645h03,0.005338078
Qel1R7,0.005338078
wP0oBr,0.005378754
bx8P3r,0.005390836
OUy5ri,0.005390836
64g5RY,0.005449591
8p42M1,0.005494505
673E05,0.005525379
38L1h4,0.00554785
7X4P66,0.00555115
dHey67,0.00555115
4Ii55S,0.005552471
fgmgL0,0.005586592
043i23,0.005649718
wm64pc,0.005649718
417LA3,0.005703422
Ea2t64,0.005712472
fJ0348,0.00571268
5002E6,0.005818786
v4MkA3,0.005826983
30C78N,0.005847953
4R8wB3,0.005852843
E80kv0,0.005853659
Y70Rxq,0.005952381
qdL204,0.005993632
7864s4,0.006033183
F3eKB2,0.006033183
77t0KR,0.006097561
1I65c8,0.006118287
2D0HbD,0.006118287
XFu4F2,0.006139992
424Kb8,0.006183249
SN87P1,0.006347191
0oRIvV,0.006416132
ESrV74,0.006453505
23t411,0.006493506
88027q,0.006637168
I2IKr8,0.006637168
M6854J,0.006662965
58mo1v,0.006742836
bP15os,0.006756757
A143L3,0.006756757
1A6hs1,0.006781865
d0hh73,0.006798097
q8e5s2,0.006798097
6358KT,0.006811989
4rigJp,0.006912442
J5788V,0.006951341
G0y50M,0.007061593
DD4B4O,0.007218212
niqNQg,0.00728863
X6KN4L,0.00728863
W80SvP,0.007333529
AoK70k,0.007472826
v3qA47,0.007477906
6774ux,0.007500127
4pY33E,0.007541478
RYNd3T,0.007604563
76N54D,0.007607555
M08540,0.00761663
DKL78O,0.007738305
8N3u0q,0.007773459
vmW3gp,0.007894737
7LsVAM,0.007894737
Ox6288,0.007920211
BM13g5,0.008068131
pc645Q,0.008130081
U25j83,0.008130081
8364g6,0.008130081
146t22,0.008130081
L2322Y,0.008132214
q86006,0.008174387
v58f2U,0.008196721
8U22j2,0.008241244
Urt7Ws,0.008251349
NO1idt,0.008298755
758m64,0.008394544
71e1O0,0.008510638
67Eq5a,0.008510638
8S1441,0.008510638
o280O1,0.008732813
6vw0Hg,0.00877193
25F541,0.008780488
U0y6q6,0.008886068
746e0f,0.008908686
sCvDV8,0.008908686
Y88U1e,0.009023146
bGfsAn,0.009324482
45Ygqb,0.009471433
00e8tg,0.00951087
1571Mf,0.009571559
A65502,0.009649123
4N75ho,0.009756098
GF6r2U,0.00990099
arY8s5,0.00990099
I6y6u2,0.00996852
gbj3Bq,0.010162602
TYyY5w,0.010204082
28431e,0.010204082
PqCVh7,0.010230179
W6F5jq,0.010388023
A08800,0.010388023
KmS372,0.010558069
g2r7HG,0.010615711
2T2X78,0.010736196
B7YaW6,0.010964912
3bQ083,0.011135857
a038tW,0.011205737
q03gwJ,0.011742304
4nXIm6,0.012066365
72716T,0.012195122
2A44fT,0.012228261
8XI700,0.012290503
57sMeR,0.012820513
3vln81,0.012820513
3W3BPI,0.012820513
14h1y4,0.012832264
3600Qb,0.01291364
1tT276,0.012998655
7u75x6,0.013074545
TLLF73,0.013157895
tkv0LD,0.013157895
24an46,0.013227513
6fxBbA,0.013245033
84goy3,0.013251301
c73P0D,0.013300083
V8h8M4,0.013320178
oFUN2U,0.013329102
7X26b5,0.013363029
Lr3Fx7,0.013646461
L38lh1,0.014129444
10f832,0.014492754
HXX65K,0.01459854
3cqa0h,0.014799154
71J52O,0.014986376
CTt113,0.015405666
jT68N5,0.015550619
1U323N,0.015625
T35T6i,0.015706806
44wtW0,0.015739769
15m8GT,0.015849057
tJ7uL6,0.016002099
010810,0.016034985
W07Pjv,0.016260163
U8EM2I,0.016367392
m64V2G,0.01647705
8GD0FN,0.01659751
5YUk03,0.016949153
20R238,0.016949153
7YI034,0.01721266
JC0q18,0.017313746
7S0q82,0.017492711
P8nY2D,0.017738359
0e62s1,0.017857143
k64qa2,0.018010643
O80b7m,0.018100735
y3u0qE,0.018232819
aBtt4x,0.018324607
7qi4p7,0.018324607
N4v013,0.01843318
yS3vM7,0.018672199
548aKV,0.018830914
0176tX,0.019433648
D6sWWC,0.019553926
7063I3,0.019788183
8D43Ud,0.019825535
ws1vxO,0.020044543
12d83w,0.020175439
v2Au10,0.020311012
u450H0,0.020380435
Vf8SOU,0.020628372
561afC,0.020942408
2168Y1,0.021081577
1rRF2I,0.021132075
pVsX0e,0.021276596
W8R7a0,0.021685559
0R06h0,0.021865889
13g602,0.021929825
13W71P,0.021978022
F03l3r,0.022222222
J72iM1,0.022222222
M0o1Sk,0.022532529
Xcp7Ck,0.023076923
dhx14T,0.023084995
8vlQ00,0.023255814
376038,0.023255814
16MbO3,0.023255814
35Wh83,0.023255814
dbP8E3,0.023354565
78YaTM,0.023354565
0J15K3,0.023809524
80008B,0.023809524
5PQyBp,0.024150943
o2rsB8,0.024282561
yOHg65,0.024340771
0I24Qb,0.024390244
73711Y,0.024426088
011021,0.024582104
s1eM2C,0.024725275
0C7fpS,0.02490566
377S17,0.025210084
nWE33b,0.025369979
26d0e3,0.025531915
1Ini74,0.025641026
V3vH34,0.025641026
v1XK7D,0.025660377
722jKo,0.02617801
8CW6Io,0.02617801
sq74kN,0.026548673
D06N15,0.027192178
h61x4m,0.027292923
Q0GqYS,0.027347311
205N2k,0.027497709
8pp51s,0.027777778
M0X477,0.027777778
E7ls88,0.027924528
v30765,0.028258888
Oi3074,0.029334116
oQ86c8,0.029498525
iS51c4,0.029600395
224r87,0.029643232
0mpg2X,0.030167891
6dh45i,0.03021978
UI0203,0.03030303
dfPK2s,0.03030303
367H2w,0.03030303
77D2Ao,0.030487805
5J078U,0.03053859
31lIdP,0.030591434
64w7NN,0.030756442
sk5b11,0.030756442
ey8U72,0.031219512
0g2QLM,0.03125
dLm58l,0.03125
K70L85,0.031649084
EIs2h2,0.032208589
2fSKvP,0.032258065
uGr01i,0.032258065
y0i4B1,0.032258065
285J5E,0.032258065
YbO38w,0.032560434
3L1u04,0.032894737
25R336,0.033692722
03U2UF,0.033692722
2s018p,0.033726813
kK0064,0.034793287
D3V2tW,0.035025286
7K0ra3,0.036226415
31I17p,0.036430618
4i8BX2,0.036443149
3xiLDc,0.036809816
3W58G1,0.037280702
A3S47l,0.038461538
JdP5D5,0.039473684
vGUoks,0.039473684
702w14,0.03972668
V3eX1c,0.039987306
88nek8,0.040925267
TcYmMo,0.040983607
AVj16I,0.042030135
iSk6H4,0.042207792
os248Q,0.042301184
cw5US3,0.042314904
5JSJC6,0.042526182
7n7sIH,0.042654028
Co53mj,0.042857143
PL68b6,0.043160901
sl2U8C,0.043863972
p35GHQ,0.044893932
2R6u7P,0.045248869
34SS1F,0.046351931
M11xqC,0.046511628
b0kE47,0.046511628
46Ke20,0.046511628
aJQAA4,0.046747967
7fr4ch,0.046929825
Tx2f62,0.047619048
N7hup2,0.047619048
aX38y7,0.048313582
h087Dk,0.048387097
7DKV03,0.048780488
20615a,0.049281314
x82YjU,0.049561404
224260,0.049792531
qt0N4C,0.049822064
Lev42m,0.050215771
35lf27,0.050847458
1l7dY7,0.051224944
51Y221,0.051282051
f54V3P,0.051282051
12A1Sl,0.051282051
x1xL7y,0.051329056
YC3K0a,0.052631579
FNob3c,0.053078556
0pe018,0.053925456
3Y8gQ2,0.054054054
2xr152,0.054263566
gfr75j,0.054621849
7M3v2l,0.054945055
im5Yhk,0.055299539
6slu7T,0.055524708
3j74nO,0.055555556
mYwo7y,0.055555556
4A44t4,0.055555556
OL14RA,0.055555556
GY5W4t,0.057142857
7yLuT8,0.058823529
u6hkIH,0.059642147
c8V05c,0.06042654
1O3k3P,0.060606061
Q8K6m2,0.060606061
BWCamK,0.060606061
3c510q,0.060913706
0T02Vl,0.062413315
3O4X44,0.063981043
864w46,0.064460548
0GXo0d,0.064516129
03O486,0.065606362
32fO0Q,0.065980844
6tv8Br,0.066966398
ty2fm4,0.067095728
127T78,0.067156348
0C7IG2,0.067340067
I25CT8,0.068679245
1JL74b,0.069736842
yvkA12,0.069767442
8hRFw0,0.070552147
D023YT,0.070707071
m85Mt5,0.070707071
C8q8RU,0.071428571
0D6w2N,0.071428571
Qfq1yU,0.071428571
5261Wj,0.072340426
2548qR,0.072639225
0kMDp5,0.072953737
3V286f,0.073014307
6om280,0.075801749
y5GkWo,0.076500588
782U88,0.076923077
1q573m,0.076923077
fO4Bp7,0.076923077
2vs6Q6,0.077192982
2E7uF8,0.077735849
54705u,0.078341014
Fx64o1,0.078441046
MR6ht0,0.079514825
4T00gI,0.080645161
AI66X0,0.080797482
Yj4C35,0.083333333
S7085f,0.083333333
7h0kMo,0.085409253
1V24R3,0.085548427
R7S13U,0.085714286
3YH33t,0.086880056
sr8A4K,0.086956522
632057,0.087719298
7RWjwD,0.088450292
873d3A,0.089178039
x38BK6,0.089361702
x344Yv,0.089588378
BA40PO,0.091254753
wE817E,0.092339979
7S427D,0.092986354
0LBcK8,0.093023256
p8a084,0.09439528
3KFX7X,0.095238095
700nG4,0.096774194
8idYEp,0.098341232
158B5K,0.098360656
odp5Ba,0.099173973
017Ha2,0.1
Bm8be2,0.102094241
xmxkLc,0.102564103
6L00x7,0.103644108
8j5MQ7,0.104144806
1MI85Y,0.104619565
751a1b,0.104712042
4I803T,0.104878436
10pi81,0.105263158
s84664,0.105708245
gOqw12,0.106312292
58nI78,0.107023411
1X0564,0.107692308
27Gs2u,0.10989011
UlI7J7,0.109947644
Xwj52S,0.110054348
OyhMEX,0.111111111
bb8Hq8,0.111111111
31M4K6,0.111111111
3j12AG,0.111111111
cDQ2lC,0.111111111
830j2V,0.111111111
s3j5FD,0.111111111
DpbY0S,0.111295681
AG388p,0.112664866
Tn441H,0.113614725
07pQ70,0.115183246
4h2M6S,0.115934879
343n76,0.11627907
O5N573,0.11627907
RFRM85,0.11627907
23K1Pb,0.11674978
15176s,0.123519459
444XnF,0.124034335
y04080,0.125
g63L53,0.125
52B286,0.129328437
L6U2nW,0.130847953
P4i1CA,0.131069502
vR6Oc0,0.132472826
rjRmG4,0.132883544
4i807g,0.133242692
133Wo3,0.134339623
J8C6r4,0.135343169
LNc66h,0.136170213
5LXJ72,0.136696979
12556C,0.137560976
Kl4j42,0.139534884
32gL3H,0.139689579
2520P6,0.140040789
1sl26W,0.140271493
ose1Fq,0.142857143
m2N7O6,0.142857143
6NPirL,0.142857143
533IX3,0.142857143
82Y2O7,0.143562232
f770y1,0.145907473
3531B1,0.147812971
23655P,0.147901138
i82P0G,0.14921466
xQE663,0.153846154
3YyAXW,0.156327543
c8250T,0.156577885
rd5oS8,0.15942029
J8FC1O,0.161290323
58hM04,0.161290323
X42oD8,0.16180758
uRXU07,0.162790698
L5a6wc,0.165105964
bd1p2V,0.165193746
0W36hw,0.166666667
jlrm68,0.166666667
6B6bLP,0.166666667
Ws0S54,0.166666667
3m7jFF,0.166666667
07681Q,0.168421053
4m7463,0.169463774
F0o1k3,0.169758291
874Q4N,0.17032967
QKM6mo,0.173913043
16M4K0,0.178451178
166QWL,0.178571429
36jM1R,0.181818182
d3VE14,0.183673469
412417,0.184318097
7V1G1o,0.186046512
4J81FV,0.1875
m45517,0.19047619
4Y5h8E,0.19047619
XQe73i,0.191151878
b7cGbp,0.192307692
hgc66u,0.194373402
b3wTGr,0.198532892
04d572,0.2
71L37a,0.2
355Kp7,0.2
067IJo,0.2
RxI8S1,0.2
784743,0.2
KHxNjB,0.2
1FhYn3,0.2
D18403,0.201680672
05B38G,0.203045685
5428k5,0.203821656
e227P1,0.205394191
EtD5c4,0.205426357
wEIPn6,0.206713058
080EM8,0.210526316
0Uf0Iq,0.216576221
R82V67,0.222222222
FJJA8C,0.222222222
6A72F7,0.222222222
E23N73,0.22248062
28wmE5,0.225325294
C6Ik5b,0.227748691
i47e1s,0.230769231
8CY40t,0.23255814
3B3AQb,0.235294118
GSN071,0.236481033
W54O33,0.236486486
g1p1Rw,0.236486486
WB0E4t,0.241856031
mJV406,0.244409572
Bd4ByE,0.244897959
IC75tt,0.249136655
8h5Bk6,0.25
Y3C071,0.25
831713,0.25
1L88bV,0.25
O073v6,0.252747253
1Rgltv,0.260964912
4rhhX7,0.262490087
h48dTy,0.263157895
vniU6F,0.271784232
jHnfAv,0.274671555
8y015L,0.275674397
S4p574,0.277777778
5d83C8,0.277777778
jx7l0D,0.279069767
5ECH67,0.279141104
1a52SS,0.285087719
058hBv,0.285714286
3c430r,0.285714286
43Y617,0.285714286
pr170v,0.285714286
k4u3A7,0.285714286
bQB7ge,0.287780073
PCXgSk,0.292504941
V1214q,0.3
1tu2v3,0.303278689
P7aYT8,0.303571429
1sA12Y,0.305194805
vx44P6,0.307692308
pR0y6M,0.307692308
4v118W,0.308162132
tT4p54,0.308237146
N3QD8y,0.312638581
80TE72,0.31316726
7458M6,0.314285714
00uoWb,0.31861413
03e5h8,0.32027568
5Y3Q01,0.320712695
0s4d88,0.322033898
LJG51L,0.323552736
D67y1o,0.324507618
j113bG,0.326145553
kLnt4H,0.328310864
ou2BM0,0.333333333
6TX025,0.333333333
Pi7Y5T,0.333333333
g1b21e,0.333333333
45BUXd,0.334120172
2yP8nh,0.33924612
613CFG,0.340248963
4de172,0.346153846
11dTog,0.346511628
1061j6,0.347578348
sO08A2,0.351795496
SmBoQo,0.353174603
PlWsF5,0.354824561
415E7x,0.359840954
P03842,0.363636364
yQd58P,0.363636364
SV56iE,0.366162504
8672SE,0.368421053
k1B02H,0.375
Ko1eH6,0.378909908
d3G733,0.381468704
H61514,0.382352941
854b5Y,0.383932972
K86gXS,0.384478673
tP36X8,0.384615385
34158F,0.385714286
c38VHr,0.387096774
2Lc50p,0.389268293
21s75r,0.393939394
428Awc,0.395348837
S6qj5g,0.395626243
2214t3,0.397494653
5U5qR5,0.4
51twP3,0.4
0xUHYM,0.4
U3v617,0.4
3oOGpw,0.402985075
8N6387,0.408536585
8h4415,0.412337662
478Q04,0.416666667
v77R70,0.419354839
34f1k4,0.424208773
O0K7TC,0.425675676
Upr52y,0.428571429
Km4E12,0.431451613
74166S,0.441860465
wy12Ni,0.443548387
H13k4C,0.444444444
yUaMu2,0.445544554
sD58v7,0.453488372
85wy0S,0.460193866
g4758M,0.463414634
1E1Ao8,0.466269841
S364D7,0.467213115
n5PbXu,0.470588235
h03eLq,0.471741112
Km2L58,0.473421927
64202a,0.47574124
i16m4R,0.5
V166j0,0.5
47iSv3,0.5
Y7kV0C,0.5
rDneb1,0.5
2b36X2,0.5
J8365i,0.5
3Sl178,0.5
Mw6d2U,0.5
07c51s,0.5
Q61h2d,0.5
sLWO2D,0.5
x6q46t,0.5
L7K12w,0.5
0MN1j0,0.5
Eu0u03,0.5
3DoAUy,0.518687329
0L3064,0.525641026
S4388R,0.535276074
ViGI75,0.561247216
0kI78u,0.571428571
6r7Em8,0.575757576
f1AQ86,0.582089552
03OR5y,0.598290598
231IQp,0.598490566
7or6Xq,0.606060606
0Hlx7X,0.625
288671,0.625
Q64056,0.631578947
s080ff,0.643944005
Y22d64,0.65625
G262oM,0.660714286
X28c6q,0.666666667
7Yy2mc,0.666666667
iT0lxu,0.666666667
24pnp6,0.666666667
6221V5,0.67032967
kD6wK1,0.677419355
5571ds,0.678571429
4k08Dg,0.684210526
565y27,0.687898089
Qw8CuO,0.694249649
7A7o58,0.705882353
2AWrJQ,0.731707317
FB1li3,0.75
GbbX2w,0.761904762
3L87g7,0.772727273
334328,0.777777778
26Rd55,0.777777778
222K83,0.785822021
3i25D6,0.790322581
4a16Nr,0.8
yL6FJ1,0.8
38GE5t,0.8
14Mrd4,0.80952381
m20t43,0.8125
a0c4iH,0.818858561
r8hiTE,0.821266968
o60400,0.824675325
4sNN2u,0.833333333
f01sCa,0.833333333
p068yk,0.833333333
58b7Cr,0.852980726
42M0RC,0.869109948
P25664,0.875
64E076,0.888888889
3MG6mK,0.896551724
yq8114,0.897321429
U7X4xE,0.911111111
t7352l,0.912280702
0Cm02E,0.913043478
11230F,0.928571429
ky4K51,0.944444444
0p6NBL,0.947368421
38K5rc,0.979591837
aE3FBi,0.979890311
5B084O,0.984031936
6ECeVl,0.992055611
027WsJ,1
